person,imagenum,Male,White,Black
Assad,2,0.51462892529,1.223086485,-2.14300430902
Assad,3,1.67469403771,1.39865192826,-1.87107447708
Assad,4,0.730757470159,0.796703196079,-1.53155435331
Luhrmann,1,0.648529990364,0.325605974624,-2.44637800662
King,1,0.300025662183,-0.161327289529,-0.798992786911
Dalle,1,-0.67442380352,-0.552543397022,-1.60352531428
Merino,1,-0.881165664342,0.34300191032,-2.6455889457
Ray,Kirby,1,-1.3352072357,1.54076275423
Khaleda,Zia,1,-0.572560483692,0.327568453362
Khaleda,Zia,2,-1.23148443849,-0.272955319365
Karolyi,1,2.47265746041,0.579865690695,-1.82744868379
Affleck,1,1.24723608394,0.877133458433,-1.7788091861
Affleck,2,1.10828034838,0.943043759223,-1.80426246436
Affleck,3,0.527281650017,0.100073450978,-1.39297271006
Affleck,4,0.93354242049,0.15052827869,-0.818626915946
Affleck,5,1.19084068646,0.835862122569,-1.14699729595
Affleck,6,1.24788084427,0.682966108613,-1.31329564707
Affleck,7,1.9732671702,1.05547909523,-2.06928468032
Bhutto,1,-1.18000581847,0.864306931761,-2.33273754299
Bhutto,2,-0.705919838224,1.30492140512,-0.66050582642
Bhutto,3,-0.0602479465873,0.891656587889,-1.22591325141
Bhutto,4,-0.800033768074,0.314095891897,-1.89849245426
Bhutto,5,-1.19305328526,0.42808641044,-2.74400724597
Betts,1,1.53680895415,-0.209477129622,1.61443116823
Braun,1,1.3777054621,0.98928873978,-1.51734304352
Broussard,1,1.74459195862,1.0044009173,-1.9927030115
Cahoon,1,1.31037981744,1.87963693315,-2.85655765334
Chandler,1,0.60585450742,0.978972836523,-0.869002474886
Cohen,1,1.27833634452,0.992840646352,-1.60887060555
Curtis,1,1.06006552609,-0.619260456112,-2.08257776321
Curtis,2,0.512185537108,0.0615803808591,-1.96238295962
Curtis,3,0.940058713201,-0.487226884364,-1.39892398011
Davis,1,0.687789950519,0.017899686677,-2.27645824534
da,Silva,1,-2.16519694589,-2.42170688438
Glisan,1,0.996201079114,0.816440316711,-1.64301036049
Glisan,2,2.24274413449,1.51508170449,-2.05844869701
Howland,1,1.19541231709,0.43193444351,-0.942636544819
Howland,2,1.12524498984,0.535616403281,-1.59221710627
Howland,3,1.4023928807,1.17551195003,-2.84057623075
Howland,4,0.933315026018,1.0422359552,-1.13197038998
Del,Toro,1,-1.16223443417,0.262813560061
Santiago,1,1.940929626,-0.138280801531,-1.05089831304
Bratt,1,1.2796929336,-0.801566882125,-1.00706313485
Franklin,1,0.306842573251,0.0708707328133,-1.65462167196
Martinez,1,1.75092627303,-0.265181781957,-0.615440554151
McKenzie,1,0.432717329634,-0.729013816935,-2.39812521982
Netanyahu,1,2.23019345196,1.02479754653,-1.87026977074
Netanyahu,2,1.17691114864,0.814346587232,-1.75418311654
Netanyahu,3,0.817578432251,0.827122665538,-1.59690981726
Netanyahu,4,1.38929943432,1.66429175508,-2.00834464773
Netanyahu,5,1.15807760939,1.22381988733,-1.28639423965
Neulander,1,0.0592447115879,-0.508899226963,-2.87406930273
Kingsley,1,1.43045874084,1.44980437357,-2.6904553613
Lee,1,1.53763272015,1.09628639524,-1.62575568534
Stein,1,2.07152564002,0.163589312294,-0.758431260586
Wallace,1,0.921880181282,-1.73876528967,1.05693828372
Peters,1,-1.4479511423,0.430284999591,-1.86521558557
Ebbers,1,0.550725950268,1.82818850836,-1.79387199783
Giraudeau,1,0.781373955594,0.318802948529,-1.68687717764
Kerik,1,1.59152571369,0.675982921611,-2.30221810286
Landry,1,0.703816114485,1.7422939601,-2.15719049985
Landry,2,0.466039824686,0.848255083594,-1.49560432953
Landry,3,0.620103093272,0.38500445126,-1.02954298838
Landry,4,0.925060946583,0.911896856092,-1.51759180431
Law,1,0.342926950325,0.978773361551,-0.877393058908
Law,2,1.20577638684,1.23577427874,-1.44751125109
Law,3,0.843877510339,2.63246596621,-1.44068676539
Law,4,0.474017653472,1.87682904458,-0.918501040057
Law,5,1.33185000354,2.07897439509,-1.8380103267
Lord,1,0.60762729701,0.605247697546,-2.16749566498
Lord,2,1.21879161195,0.464761329421,-2.93322994544
Segura,1,1.42458296259,-1.31160587737,-0.932416444549
Segura,2,0.336029100501,-1.36640334605,-1.64149109479
Siegel,1,1.40806705182,1.40246774171,-1.69728792819
Wong,1,-1.78836239388,-0.76243205098,-2.1046629007
Ahern,1,1.08185103841,1.9279453258,-1.98647144001
Ahern,2,1.63106653871,1.15158754122,-1.92572632226
Ahern,3,1.5659738636,2.18412895107,-2.36806083729
Ahern,4,-0.103537992822,0.416412961668,-2.2284578754
Ahern,5,1.66168023688,1.00230104454,-2.41519625971
Bonello,1,0.923028002285,-0.268098256237,-2.7913419586
Bonello,2,0.664276642433,1.29610132674,-3.69720960194
Delanoe,1,1.19749031892,0.0413181699386,-1.85034426181
Blough,1,-0.659937487534,0.916832734593,-2.02491535034
Jones,1,0.61124888243,1.02672784886,-1.54957303505
Jones,2,0.388104064436,-0.876294819727,-0.756555546475
Coffin,1,-0.665682308658,-0.336831839899,-2.45784230039
Smith,1,-0.467066927728,0.954688774865,-1.77826894783
Smith,2,-0.863649107832,2.18298206587,-1.79832735839
Rheims,1,-0.177847548906,1.64453330117,-2.53979238615
Garrison,1,-0.249923398693,1.71323819461,-2.69446538625
Williams,1,-1.2071489102,0.950165909913,-1.6089745193
Knowles,1,-1.48159449134,-0.573766418635,-0.53558015905
Jagger,1,-1.25244792774,0.276459746911,-1.99250571544
Darvish,1,1.30899137205,0.478894569516,-1.5372778019
Darvish,2,1.02226872102,0.400761734551,-2.3498041275
Darvish,3,1.56556291278,0.585953170138,-1.67318530538
Namdar,Zangeneh,1,-2.35794565131,1.09360069255
Namdar,Zangeneh,2,-1.7013683852,1.20164176375
Erdogan,1,1.22213696376,0.153561670394,-1.80415764479
Plavsic,1,0.012887984201,0.778441104473,-2.10412110593
Plavsic,2,-0.403030060627,1.47801646288,-2.64661696198
Plavsic,3,0.406318717547,1.44516849077,-2.78929856628
Belichick,1,1.28467345949,1.15726102188,-1.59538422137
Belichick,2,0.969624594692,1.13839421793,-1.91116600938
Bradley,1,1.47493142345,1.56762586062,-1.78787395271
Butler,1,0.844209399326,0.801304427566,-2.41348382826
Byrne,1,1.41580261391,0.827309165325,-2.03253158351
Callahan,1,1.34842835233,1.73496202342,-2.97128568002
Callahan,2,1.59623556175,0.151513422524,-2.16439718014
Callahan,3,1.30821720659,1.25143196274,-1.04090496887
Carmody,1,1.20565825666,0.951674692217,-1.94785498641
Cartwright,1,0.525871578141,-1.15520562077,0.144584282442
Clancy,1,1.44896891973,1.27739195108,-1.55662448673
Clinton,1,0.52731570777,0.76192337577,-2.00458938873
Clinton,2,1.02233433034,1.6905160124,-2.1895209991
Clinton,3,1.64582019338,0.872275833967,-0.827314517434
Clinton,4,1.8293167241,1.8413125447,-2.38444673337
Clinton,5,1.09940688469,1.45667596822,-1.21763590097
Clinton,6,0.528357469196,1.76719187296,-2.66024678036
Clinton,7,0.145381613888,2.10473823931,-2.62919889939
Clinton,8,0.987940387669,0.947622390334,-1.27149662224
Clinton,9,0.848903571654,1.67740363693,-2.35546362198
Clinton,10,0.797963724811,1.04343484421,0.135826535842
Clinton,11,1.24788795059,1.81384508043,-1.83776729206
Clinton,12,0.76354799619,1.37154513643,-1.97291409873
Clinton,13,1.08433474804,1.14525159438,-2.23803787632
Clinton,14,1.46855794477,1.29676162827,-1.5887246726
Clinton,15,0.748231078551,1.93358843763,-3.71902996259
Clinton,16,0.800642819007,0.668800722774,-1.31183229136
Clinton,17,1.27392693432,1.74949864732,-2.42755700782
Clinton,18,-0.377048412042,2.17661220357,-2.01999850634
Clinton,19,0.973899578362,0.884668947305,-1.74466890451
Clinton,20,1.58945506492,1.27088167351,-1.98740534138
Clinton,21,0.968345219818,0.0133313592198,-1.95753183594
Clinton,22,1.82183729989,0.976774167534,-1.48589632919
Clinton,23,0.713173159424,0.519950131827,-1.74471986637
Clinton,24,1.01660162448,2.25402575733,-2.02794272343
Clinton,25,1.28578845705,0.80196673232,-1.21729894666
Clinton,26,1.46432465694,0.435441628305,-3.28518155387
Clinton,27,0.785839014665,0.0360996802567,-1.05681309344
Clinton,28,1.27757803312,0.00349518146661,-1.31050992879
Clinton,29,0.861231773309,0.485786223964,-1.69639889191
Curry,1,1.57859388738,0.459356904733,-1.8195643564
Doba,1,0.77540378539,1.69707058552,-1.63204722816
Duffey,1,-0.0525161346884,2.0529055036,-1.76451962493
Elliott,1,0.954913203738,2.06699866631,-2.49582046965
Fennelly,1,0.35468922081,1.5330493789,-2.1695654044
Frist,1,1.93248680899,0.780170899298,-1.953281842
Frist,2,0.892442036007,0.827985142757,-1.72258346544
Frist,3,1.52365719802,1.79544034165,-2.34897628247
Frist,4,0.225705927944,0.203135502187,-2.60577738374
Frist,5,0.50354662021,0.0165971713827,-0.827992050025
Frist,6,0.64529804516,1.00140563946,-2.38313996106
Frist,7,0.949346251419,1.88868867616,-1.48495358644
Frist,8,0.83268373256,1.70337347864,-2.16570115985
Frist,9,1.39203229704,1.44420251092,-2.41364407998
Gates,1,1.03202559298,-0.491202154007,-2.31626862379
Gates,2,0.696659115279,0.0271152046902,-1.00641982778
Gates,3,1.0999368827,0.188418200528,-2.26324425579
Gates,4,1.4017064773,0.841347209426,-1.49384983845
Gates,5,0.808467026966,1.43270343231,-2.10027322151
Gates,6,1.18449709454,0.69316780686,-1.27333046277
Gates,7,1.57127044259,0.844925364822,-2.01335401975
Gates,8,1.07292353907,0.599356817629,-1.19464969887
Gates,9,0.721177619919,-0.198822690885,-1.25047695711
Gates,10,1.00563164589,0.355893539308,-1.57947024665
Gates,11,0.699150963075,-0.565689452054,-0.453364488305
Gates,12,0.808478773464,-0.400659660469,-0.252564526711
Gates,13,0.912452297011,0.357413231454,-1.33319190673
Gates,14,0.89484516701,0.675396807523,-0.901389229965
Gates,15,1.50449741777,0.175040373085,-2.36525236381
Gates,16,1.59130567805,0.699484486653,-1.42187162183
Gates,17,1.36684130648,0.250802739961,-0.842044138344
Graham,1,0.876540919861,1.21294807369,-1.40136907463
Graham,2,1.55587171685,1.84017805224,-2.39388587823
Graham,3,1.00687250771,0.300841319893,-1.72555007691
Graham,4,0.842356595448,0.411235824731,-0.692573635922
Graham,5,1.565760017,-0.0376454107341,-0.746758370511
Graham,6,1.48761304789,-0.00896544624831,-1.19482883765
Graham,7,0.792876386353,0.0802885826709,-1.44351011121
Graham,8,1.52225898045,0.316514034788,-1.08552561408
Graham,9,0.291123848012,1.16245117273,-1.33776833857
Guerin,1,1.15373189102,0.0994778893573,-1.3074413914
Herrion,1,0.0657040614101,0.469482446454,-2.51121771123
Hughes,1,0.62103710345,2.14423188337,-1.61134120352
King,1,1.20337786661,-0.036053859763,-2.15741183319
Kollar,1,0.720886431755,0.534122304426,-1.49111424568
Kong,1,1.38951529697,-1.02103308063,-2.4572441778
Lerach,1,0.649901741736,1.00384027431,-1.46239612942
Maher,1,1.48524807271,1.74757648495,-2.73303610037
Mauldin,1,0.403863511692,0.012344805568,-0.478474572224
McBride,1,1.03053668122,0.0607738599791,-2.7795025291
McBride,2,0.108648127297,1.07314174135,-2.7849220743
McBride,3,1.23489442882,1.41353248787,-3.27061883734
McBride,4,1.1894301719,0.914188144382,-3.33762250863
McBride,5,1.61035490582,0.620494415141,-2.52621303764
McBride,6,0.665458931378,0.55418422413,-1.94815917731
McBride,7,2.20747746212,0.763405065383,-3.09756927352
McBride,8,0.653354514487,0.371430352108,-1.10167203029
McBride,9,0.706690009469,0.359824851633,-2.48840945016
McBride,10,1.50169263647,1.25039720157,-2.65624751011
Nelson,1,1.18894773219,0.783672851694,-1.99055008705
Nelson,2,1.44135138816,1.97834738261,-0.976674884737
OReilly,1,0.308666021761,0.742858716552,-1.75059830531
Parcells,1,1.54564102563,0.223657367746,-1.51299094266
Parcells,2,1.1803480696,1.62154034572,-1.93988530513
Parsons,1,1.20407406384,0.649201916676,-1.52157937294
Paxton,1,1.0352374423,1.75896167906,-1.84254060318
Paxton,2,0.134829984927,1.09378756339,-2.74411089151
Paxton,3,0.788465425191,2.07598688608,-1.83306013995
Paxton,4,0.25470274647,1.96248944657,-2.2279327898
Pryor,1,0.671954319426,0.714599317792,-1.62697841714
Rainer,1,1.79259952151,1.00909980059,-1.59667360697
Readdy,1,1.73268563272,1.24362023017,-1.9741388963
Richardson,1,1.53302824159,0.197554428554,-1.59236305542
Self,1,0.871986190401,0.399507309438,-1.45278407953
Simon,1,1.7470174027,1.27276999977,-1.37719774281
Simon,2,2.45373363055,0.652674898906,-1.77541150678
Simon,3,0.951281527734,0.831763136981,-1.52788961998
Simon,4,0.455927944188,0.997033727907,-0.852021386503
Simon,5,0.418447818204,0.0774074688437,-1.15417732859
Simon,7,1.0498950525,1.60723762859,-1.77592123663
Simon,8,0.877106893878,2.09092741944,-2.54840470891
Simon,9,2.02656148323,-0.0204491108613,-0.441103145886
Simon,10,1.30344184283,1.21134165504,-1.95599653325
Simon,11,1.53975396075,1.71981287035,-1.67732577463
Simon,12,1.41344063087,0.838901305722,-2.6611986383
Simon,13,0.676637776755,1.1916163018,-1.81592924291
Simon,14,0.351607802632,0.351744912035,-2.44012655907
Simon,15,0.261284898607,1.21736788544,-2.15189162561
Sizemore,1,0.453277442605,0.514875517733,-1.19147703818
Sizemore,2,0.8124641084,0.750348005219,-2.48214574845
Stapleton,1,0.789154837989,0.87580527899,-1.90410454095
Stein,1,0.823062483297,0.625476907276,-1.9058133582
Walton,1,0.231253672963,0.901735471001,-0.880614057316
Andrade,1,1.781678452,-0.889540075236,-1.05848534397
Beane,1,0.757791834024,0.340274076737,-1.35344663065
Bob,Thornton,1,-1.80160400652,0.333699202895
Boyd,1,0.459287957929,1.35863289124,-2.65383840028
Crawford,1,-0.277648128228,-0.549259284349,-2.80161211951
Crystal,1,1.63263807012,0.326815076308,-0.952665544925
Crystal,2,0.641444755053,0.620353333197,-0.944087664675
Crystal,3,1.11969789906,1.75525013169,-1.59478839844
Crystal,4,0.960458297007,0.624053820786,-1.71393610971
Crystal,5,1.85924726152,0.900029838931,-1.13602026169
Crystal,6,1.31304131036,0.442766376978,-0.228162800921
Donovan,1,0.650591473427,1.1834411583,-1.33213870317
Edelin,1,1.80036475112,-1.1400762249,-0.185750613837
Gilman,1,-0.14948704235,1.78203340314,-3.56937346156
Graham,1,0.0384258472426,1.30216868837,-0.824712381109
Graham,2,0.814540197596,1.67102151194,-1.38531546543
Joel,1,1.12151036063,-0.0893892596471,-0.578500602094
Rork,1,1.03500595578,1.3574845025,-2.04493013588
Sollie,1,0.963020386065,0.497685571721,-1.74931941161
Sollie,2,1.33819800366,2.30231470413,-3.53713343004
Tibbets,1,0.969328390348,0.685299049331,-2.08499727209
Crosby,1,1.01956393279,0.158845201299,-0.964309358277
Ben-Eliezer,1,0.804265084076,-1.01990980191,-0.629103567123
Ben-Eliezer,2,0.896041430816,-0.409047632543,-0.588095254431
Ben-Eliezer,3,0.506648414521,-1.12706757721,-2.2701226921
Ben-Eliezer,4,0.536299986202,-0.904251741556,-1.73201644423
Ben-Eliezer,5,1.3202924857,-0.422143127074,-1.64557870973
Ben-Eliezer,6,0.797108483247,-0.862487020533,-1.99370246855
Ben-Eliezer,7,0.564348614897,-0.35846645262,-2.66645461978
Dele,1,1.35850797367,0.184752680175,-1.64027006159
LIzarazu,1,0.908950816893,0.072932655594,-1.41369279209
Habibie,1,1.595278192,-1.55160205378,-1.0574850142
Ople,1,1.99490742034,-1.72653355524,-1.66624342774
Danner,1,-1.18931147539,1.54794220082,-2.02839574006
Danner,2,-1.21943463808,2.19583375524,-2.03284122098
Hartley,1,0.486668953972,1.31055296264,-0.485260364574
Hartley,2,0.216722729463,1.58111339151,-0.956800937675
Alper,1,0.17665057921,2.33080738851,-1.1264799457
Beauprez,1,1.89813987869,1.94025452741,-1.66482973963
Beauprez,2,1.56453054043,1.96792793785,-1.6526575783
Bowlsby,1,1.28464844088,0.915885363568,-2.68844961634
Bowden,1,0.806434141178,1.04378925271,-2.35597431
Goldwater,1,0.352307112834,0.958828487499,-2.3403275274
Goldwater,2,0.144302690326,0.654318674557,-2.25487833373
Jackson,1,0.664659478004,-2.03306094316,2.52837715669
Kielty,1,0.487900649564,0.93774085582,-2.16206182325
Robson,1,0.299931545024,0.144773227151,-0.229666231922
Robson,2,-0.0297060932765,1.05261744607,-1.0229683876
Cantrell,1,1.13647423879,0.199579612374,-0.956747697427
Colvin,1,0.948702708933,0.299053879321,-2.49986040992
Colvin,2,2.40525466334,1.19053126156,-3.26451627561
Crippen,1,1.82433899918,0.463377370236,-1.91983878682
Curtis,1,0.466114223723,0.0191935558912,-1.58447244332
Dole,1,0.597249658609,0.739362756134,-2.10948490243
Dole,2,0.953689788682,-0.286429482582,-0.199644967785
Dole,3,0.300078739303,1.80315583865,-1.43104130276
Eskridge,1,0.736186124682,0.815001167394,-1.71507644984
Ferguson,1,0.7573201377,1.13460904146,-1.19463748302
Geldof,1,0.859506708057,0.144772215345,-1.32969797159
Geldof,2,0.594422639299,0.844010140651,-1.84071098913
Goldman,1,0.767580669136,1.64433523468,-1.88717679404
Graham,1,1.54966198929,1.6548396063,-1.98785559118
Graham,2,1.63624620316,1.49471732627,-1.50686383896
Graham,3,1.36584608175,-0.329938095475,-1.29166182973
Graham,4,1.02008175561,0.283623557262,-1.31439704318
Graham,5,1.26551745341,0.725619150833,-1.40547264102
Graham,6,1.40669343838,0.565556086288,-2.16452530552
Guccione,1,1.26331884382,0.582593390389,-1.14363065201
Hartley,1,1.97913926789,1.39125065346,-2.39804172288
Hayes,1,0.343562094567,-1.58922659801,0.903377541596
Herz,1,1.52718926535,0.641915272904,-1.48084786694
Holden,1,1.0704055299,1.50428069461,-2.84355317318
Hope,1,0.685984493635,0.823383336032,-0.568473010722
Hope,2,1.19938105922,0.213506374726,-0.78511956474
Hope,3,1.77571501819,0.502631016236,-1.53346421695
Hope,4,0.482434019862,-0.307172217474,-0.924297434686
Hope,5,1.40291607083,1.12256731377,-2.98397147841
Hope,6,0.330793543354,-0.198922960698,-1.47482986129
Hope,7,1.15819967473,0.326679088809,-0.856077545272
Hope,8,0.550327036544,0.644817665441,-2.15841613974
Huggins,1,0.380629717634,0.785228996017,-2.43922642775
Huggins,2,1.07055511944,0.530265774977,-2.27558059162
Huggins,4,0.648854644293,0.232254577715,-3.13559793448
Iger,1,1.6619513977,1.26730780865,-2.48810274481
Krueger,1,0.815683477754,1.30327486522,-1.74022831062
Melvin,1,1.15457836835,0.533518157048,-1.10163689866
Menendez,1,0.92821021869,-0.0287130982703,-2.29211888237
Newhart,1,1.39434269621,1.14523018523,-1.67782654574
Balde,1,1.13797752885,-0.985332779864,-0.147962067113
Petrino,1,0.90640806035,1.00977777569,-2.52606381663
Riley,1,1.28549049171,-0.0230722354103,-1.75888970514
Stoops,1,0.747859929643,1.53921511421,-1.43896405698
Stoops,2,-0.183050717665,1.32259000044,-1.19566714603
Stoops,3,0.803149305904,1.47278372699,-2.09547021344
Stoops,4,0.483930549753,1.68473089879,-1.81263449484
Stoops,5,0.112617316462,2.0860044879,-2.38705102032
Stoops,6,0.112351313254,1.13166450634,-2.71554176809
Stoops,7,-0.271973497407,1.71875826758,-2.22181222433
Sulkin,1,0.873153973953,1.20966417343,-2.24072095949
Taft,1,-0.13727840143,0.56244513341,-1.53489717888
Wright,1,0.451658717441,2.16414227023,-2.34047663212
Miller,1,-0.566361164859,0.450425471069,-2.93936920765
Miller,2,0.58790755591,0.600096133765,-3.39265120938
Fuller,1,-1.36981143882,0.865068048905,-2.4848412322
Hunt,1,-0.0216450452429,1.83664021958,-1.46705146883
1,1.11409261626,-0.771959722925,-1.30038254335,-1.15025667579
2,0.0790186992852,-1.3933113712,-2.0198082034,-1.67855298875
3,0.773831849557,-0.990857369075,-2.24411308513,-1.52096732732
Pelini,1,1.37012106006,2.8903400912,-2.37607441695
Pelini,2,2.2381351402,3.01705256465,-2.64838931163
Becker,1,1.90037950912,0.552137784181,-1.95965397402
Becker,2,1.12693044969,0.248841024857,-1.07860673764
Becker,3,1.04323325871,0.149462573996,-0.756060454852
Becker,4,0.794110177186,1.44294151398,-1.57899083933
Becker,5,0.891345178771,0.639389296533,-1.08622916725
Becker,6,0.197296186676,0.549658882294,-2.04712036748
Berezovsky,1,1.98508352306,1.72487051964,-2.30645146127
Berezovsky,2,1.5887569646,1.81254297601,-2.20676163614
Henry,1,0.505492435753,0.713978492884,-1.47468152059
Jordan,1,0.245303506491,0.775162817467,-1.72740083131
Trajkovski,1,0.573385792366,0.84669034922,-1.45820889951
Yeltsin,1,-0.239056197504,-0.0196646136273,-2.06970046946
Yeltsin,2,0.807509632486,1.70934068623,-1.61067132763
Ryan,1,1.57629533412,1.63445728152,-1.48464140403
Ryan,2,1.57319595167,2.00787913434,-0.977081064959
Boutros,Ghali,1,-1.20427658824,-0.753972371364
Alexander,Smith,1,-0.527145764858,-0.616628081442
Banks,1,0.545361225306,-1.88317410113,2.88509825895
Brownell,1,0.0290397233393,0.43519904855,-2.49211738937
Garrett,1,0.914785795868,-0.217704198317,-0.979314662017
Garrett,2,0.584334276268,-0.0799134555258,-0.0674378190936
Garrett,3,1.76761469833,-0.65580190056,-1.41127552185
Garrett,4,1.08412723383,-0.419582231022,-1.37991438763
Gushue,1,1.29550155166,1.4804109801,-3.0290489195
Johnson,1,2.13925916401,1.589384461,-1.70444377441
Johnson,2,1.68583583307,1.87320703374,-1.53846031091
Johnson,3,1.07536865918,1.46069580871,-1.50262419493
Johnson,4,0.657187062651,-0.0175059165337,-1.1466165163
Johnson,5,0.440997198475,0.0756607243198,-0.856627821559
Miller,1,1.44937366484,1.72842312407,-2.36508122396
Pitt,1,0.193563160457,0.269375716323,-2.14673529545
Russ,1,0.643182674008,0.830228733743,-1.21576919953
Smith,1,0.263896291141,0.309203832508,-1.07129423142
Wilk,1,0.129185197135,1.33648180399,-1.07818217374
Rodgers,1,0.411998607894,-0.966383231184,-1.96168595712
Mishra,1,0.900464836235,-0.124500863828,-1.41548532347
Boyd,1,0.424290968306,-1.1949690863,-0.115487139109
Fails,1,1.69606472601,-2.62715437178,-0.408616718077
Hammond,1,1.30089026806,-0.0465756839968,-0.0428690874417
Inge,1,0.616097727853,1.3867560603,-2.16686164974
Jones,1,1.39931076047,-1.59891328841,0.320386643094
Knight,1,0.961473194443,-0.917585465781,0.385968793682
Larson,1,0.215508052686,-0.102040385561,-1.3494627191
Lloyd,1,1.07697781619,-1.44249427142,0.855063036486
Robinson,1,0.476043834081,-1.40711415821,0.817889623664
Spann,1,0.698637772379,-0.813433596173,-0.463916673881
Webb,1,-0.107456138696,-0.00379226360321,-1.00274241485
Crvenkovski,1,3.34122696372,1.0728562295,-0.600181298428
Crvenkovski,2,2.37480549887,0.337570600352,-0.587363815036
Crvenkovski,3,1.33089271433,1.04599056743,-2.42419071669
King,1,0.328873581642,0.868365465211,-1.15159534082
Magana,1,-0.189054401697,1.67128293576,-2.77048696138
Fraser,1,1.44079357164,1.31383543684,-3.29483934994
Gaughan,1,0.204880728265,0.398333067094,-2.51331911294
Hansen,1,0.809133596325,2.0893146545,-1.68145565491
Hansen,2,0.305548643763,0.71340272937,-0.218234377895
Stai,1,1.72176723952,0.946780644079,-2.124271956
van,Dam,1,-0.351710920906,0.736540664408
Wilson,1,-0.801154004966,1.55261950384,-2.22130592122
Leighton,1,0.372945829726,0.979637276507,-3.52185541456
Coles,1,1.25208348884,1.36006642616,-0.999156328786
Boone,1,0.565903705595,-0.166966733324,-1.18145938675
Hawke,1,1.09092505763,1.18990438723,-0.778807266464
Hull,1,0.144580884492,0.805202076206,-1.44987934854
Perry,1,0.710824392728,0.608766622306,-2.08950950269
Billick,1,1.30985477191,1.47814984992,-1.76969685679
Campbell,1,0.909653116507,2.27870240944,-2.95003860413
Cashman,1,1.61928074504,-0.854721218046,-2.58948335948
Clemens,1,0.828745711566,0.250094353447,-2.07498472243
Cook,1,0.100455918819,0.0602635713114,-1.67679215542
Cowen,1,0.653705117531,0.4778938521,-1.56167216003
Cowen,2,0.418030328774,1.24984744303,-2.16023255788
De,Palma,1,-2.14997850086,0.478107196811
Florence,1,0.252840142905,1.48476350096,-2.83644202317
Grazier,1,1.83561949878,0.321433295533,-1.28929708174
Gregory,1,1.16874237841,0.784890737823,-2.31989391662
Griese,1,1.59952169442,0.418400533195,-1.318716132
Griese,2,1.13590945792,0.786000575305,-1.7625111368
Heidik,1,2.02827242666,0.462854867503,-2.41303475985
Heidik,2,0.876091697998,0.740315041251,-1.86582396495
Henson,1,0.796255114603,-0.00844113716582,-0.634278481611
Jordan,1,0.6050277811,-1.14932430142,1.22389208959
Kerr,1,0.529467622607,1.38180899054,-1.44770168548
Lara,1,0.531752599602,-1.49256507279,1.50438651173
McIntyre,1,1.13437067628,0.136709285485,-2.03245861601
Meadors,1,-0.117651768351,1.7047032389,-2.17790288172
Mulroney,1,0.686545060316,1.26249026708,-2.38115149045
Mulroney,2,1.40056135025,0.435905610591,-1.58407573643
Olson,1,1.58150219863,1.21397455663,-1.24490716009
Pavlich,1,0.782770627364,1.22748372037,-2.32263106522
Scalabrine,1,1.26527054374,0.810554209497,-2.30881107293
Schneider,1,0.484718574431,0.541638599534,-0.851285209242
StPierre,1,0.956007212247,-0.0577255900623,-3.05816282639
Van,Dusen,1,-1.80870823233,2.19043621147
Weaver,1,1.29156060644,1.3092269152,-1.78708195044
Wells,1,2.02726402427,1.27293862468,-1.97494930517
Wells,2,1.56796304146,0.0755244503588,-1.07788307222
Williams,1,1.75248083565,0.0981937482531,-2.29056209806
Fonda,1,-1.48518606704,1.30577090491,-1.90545034648
Fonda,2,-1.91382827615,2.11881900136,-1.98084474174
Fonda,3,-2.69717778238,1.37349959568,-2.95643568825
Wilson-Sampras,1,-0.376976351482,1.47384240938,-1.62455021438
Wilson-Sampras,2,-1.03789951649,0.83148527772,-0.679414775611
Wilson-Sampras,3,-0.550466388416,-0.0254188131605,-1.06089336903
Boisselier,1,-2.28149352186,-0.291751157542,-1.4040828778
Boisselier,2,-1.51940120583,0.617673901993,-2.38053422767
Spears,1,-2.496904856,1.97650277452,-0.941224078217
Spears,2,-2.3272234673,1.97735977632,-1.3797911101
Spears,3,-1.45969608657,2.1516110353,-0.875661510191
Spears,4,-1.82307994584,1.43920118857,-1.61323855878
Spears,5,-2.78580506978,2.00775198046,-1.09868068103
Spears,6,-0.837523167563,1.78003482185,-1.80574057619
Spears,7,-2.16757223073,2.03566156198,-0.798284046899
Spears,8,0.190485169206,-0.470302215556,-0.349700461693
Spears,9,-2.17318667708,2.69783689449,-2.4879980922
Spears,10,-1.46027391793,1.94730049266,-0.947707045066
Spears,11,-1.08132163688,1.05020084245,-1.36239536301
Spears,12,-1.19566551138,1.64080264009,-1.30803009083
Spears,13,-0.950107126582,1.47105439951,-2.00506082196
Spears,14,-2.35689569231,1.98050006144,-1.59843950128
Snow,1,-1.15782512779,1.25948427632,-2.34980740318
Berlin,1,1.39514543476,0.539456912896,-2.24775748245
Arroyo,1,0.701513538739,0.112565211591,-2.59184816691
Adams,1,-1.21996541195,-0.0740113461567,-1.99160797034
Gordon,1,-1.89235643637,1.38141206104,-2.44875938995
Shields,1,-0.793112842916,1.6048355711,-3.03349108596
Shields,2,-1.66326725426,1.05644227275,-3.23617901431
Robinson,1,0.697017789068,1.77169169909,-1.97845781949
Arena,1,0.660317887503,1.21316116383,-2.02443469802
Gebhardt,1,0.359933927411,0.537925633238,-1.91632910427
Lunsford,1,0.718417098505,0.546891711663,0.0517682193561
Paltrow,1,1.0939548839,1.1948314116,-0.34237808484
Springsteen,1,1.29227288402,1.09040029756,-0.51448256249
Springsteen,2,1.32943602671,0.896990197723,-0.301119403405
